"county","state","women","median_income","democrat_2008","dist_to_closest_facility_miles","abortion_count_2010","highly_restrictive"
"franklin","new york",23219,49782,0.604195244627343,28.7674018195141,105,0
"fulton","new york",27235,46090,0.4446227929374,7.53568037340086,140,0
"genesee","new york",29728,52641,0.400580659569716,1.0380738418498,117,0
"greene","new york",23113,51013,0.441407125252073,10.9830197460637,115,0
"hamilton","new york",2315,52708,0.359132219290531,40.9971236753548,8,0
"herkimer","new york",32183,48893,0.444894055326663,12.8386557542654,148,0
"jefferson","new york",56212,49911,0.467629417973074,3.19695960939454,187,0
"kings","new york",1371893,50640,0.794455757821478,2.95492080792785,25989,0
"lewis","new york",13436,49976,0.448018689909246,26.4618882251617,31,0
"livingston","new york",32183,52724,0.453247917150729,26.0572276878079,111,0
"madison","new york",36660,55858,0.493384377728524,21.4713333010876,108,0
"monroe","new york",387311,53568,0.582542694497154,1.03523277021064,3100,0
"montgomery","new york",25199,44455,0.450061957868649,5.37371838649906,147,0
"nassau","new york",698640,102044,0.538337210070914,0.715681449381026,3401,0
"newyork","new york",861757,75513,0.857411756242966,1.11097294892455,11399,0
"niagara","new york",109576,50094,0.496843719474408,5.61530346081558,813,0
"oneida","new york",116831,49838,0.461293777103899,6.76938925770879,868,0
"onondaga","new york",242028,55717,0.592669825934719,2.25909136469781,1675,0
"ontario","new york",55745,58070,0.492022736181889,1.2822585407454,187,0
"orange","new york",187957,71910,0.515580773838518,5.28199766223504,1595,0
"orleans","new york",21051,48731,0.399058766743092,17.132021024244,62,0
"oswego","new york",60129,49571,0.503035224850269,25.5108870312343,218,0
"otsego","new york",31462,49689,0.51990345197502,30.6252509079146,123,0
"putnam","new york",50020,97606,0.45777645987334,14.1748077936023,123,0
"queens","new york",1190001,59758,0.749510540530591,0.596283762983403,17518,0
"rensselaer","new york",81069,61754,0.53730435487795,3.80256001010669,769,0
"richmond","new york",244229,74021,0.476399567515618,6.50860051980174,2612,0
"rockland","new york",164506,86134,0.526298661984622,1.59456045679533,589,0
"stlawrence","new york",54707,46313,0.574802385917269,4.0459211662021,154,0
"saratoga","new york",113904,74080,0.509145656374994,16.0487634421012,474,0
"schenectady","new york",79462,59959,0.553340594456706,1.04861689572052,841,0
"schoharie","new york",15878,50607,0.417842987274877,3.49129081708143,89,0
"schuyler","new york",9153,47229,0.457325581395349,18.7470689050822,35,0
"seneca","new york",16566,50073,0.504040747028862,23.1778407425479,69,0
"steuben","new york",49401,48823,0.409348069991168,15.9791845585344,230,0
"suffolk","new york",760779,90128,0.525591515977342,4.90332136065136,3992,0
"sullivan","new york",37015,52027,0.540878888068565,3.24807261496035,282,0
"tioga","new york",25100,58115,0.44053702901689,13.9297873586597,115,0
"tompkins","new york",52983,54133,0.702036012710368,2.14168352482874,311,0
"ulster","new york",90874,60393,0.607661257676872,7.99570367966469,648,0
"warren","new york",33076,57174,0.505526920449606,4.58608015635915,197,0
"washington","new york",30157,51449,0.495450303313112,10.6625417363291,108,0
"wayne","new york",46360,51627,0.443490561436027,19.3603417240404,156,0
"westchester","new york",500893,86226,0.634157448158761,0.832209911166792,2911,0
"wyoming","new york",18900,53612,0.361252689998867,19.0504679869332,42,0
"yates","new york",12996,50105,0.476422447388932,20.1757283456414,31,0
"alamance","north carolina",82020,43209,0.449365219958665,21.7292064980588,375,0
"alexander","north carolina",18237,40404,0.299466790309493,52.0324288879338,32,0
"alleghany","north carolina",5477,38352,0.384001520045601,53.7630751502845,6,0
"anson","north carolina",12308,34656,0.601509363644834,42.091847685324,50,0
"ashe","north carolina",13690,37360,0.372790573111944,42.4221480826404,18,0
"avery","north carolina",7994,35891,0.274203701372277,38.7621848387092,15,0
"beaufort","north carolina",24799,40906,0.410864841373316,99.83846908978,65,0
"bertie","north carolina",9935,31129,0.65195124449452,67.0378939308949,52,0
"bladen","north carolina",18093,30408,0.507299741602067,32.0849189537817,63,0
"brunswick","north carolina",61377,49356,0.405470650851582,20.9988964759534,169,0
"buncombe","north carolina",130069,46902,0.563156831859122,0.435090120624437,476,0
"burke","north carolina",44993,39759,0.39796490665812,52.5504598454318,99,0
"cabarrus","north carolina",98788,58970,0.404467010282842,17.5151302922304,345,0
"caldwell","north carolina",41457,37118,0.343649551984071,61.009271989083,91,0
"camden","north carolina",5095,60714,0.33125907488073,33.5289204864524,18,0
"carteret","north carolina",34877,50599,0.321704194005261,74.0428092895092,108,0
"caswell","north carolina",11454,38310,0.510495304732094,35.1385275140118,45,0
"catawba","north carolina",79375,45450,0.369411527551799,42.3702110998971,245,0
"chatham","north carolina",35475,58555,0.543248175182482,18.6375071993571,134,0
"cherokee","north carolina",13918,35284,0.30073097092007,61.24113306294,8,0
"chowan","north carolina",7631,41156,0.490947816826411,55.2943360434006,27,0
"clay","north carolina",5671,36296,0.312826988995129,65.970592380338,3,0
"cleveland","north carolina",50382,39134,0.396099007642295,37.5106702725744,183,0
"columbus","north carolina",28988,35847,0.456140350877193,45.0169778383485,123,0
"craven","north carolina",51399,47957,0.433920803623481,77.8456537767799,243,0
"cumberland","north carolina",166582,44810,0.585483049186753,2.03853160490803,1641,0
"currituck","north carolina",12565,61086,0.336606016933886,31.2781661433407,55,0
"dare","north carolina",17897,54787,0.447362588652482,68.3366046677535,85,0
"davidson","north carolina",84009,44469,0.327102258643064,16.4556772670546,190,0
"davie","north carolina",21305,51662,0.303318931657502,16.4739747386976,38,0
"duplin","north carolina",30152,35364,0.450060289389068,50.1287090678408,118,0
"durham","north carolina",153805,54093,0.755721454816395,3.41273349996001,1385,0
"edgecombe","north carolina",29273,32298,0.671153104512148,58.5571897725551,187,0
"forsyth","north carolina",191632,46283,0.548265546279186,2.72646001140972,988,0
"franklin","north carolina",31754,44272,0.491197117008897,25.4960206491609,149,0
"gaston","north carolina",109518,44288,0.37183952986896,18.4398365523554,433,0
"gates","north carolina",5853,51582,0.522140221402214,37.4740293104891,28,0
"graham","north carolina",4325,34778,0.303284584032606,45.8029318321979,6,0
"granville","north carolina",28619,50317,0.528776541961577,18.7950150131667,145,0
"greene","north carolina",9789,37190,0.468468468468468,62.3895441576205,36,0
"guilford","north carolina",268988,46896,0.587750391899773,3.42387488981314,1576,0
"halifax","north carolina",27413,32549,0.639552030608585,68.1360724931716,152,0
"harnett","north carolina",63980,47930,0.412357204274659,20.3222212160825,315,0
"haywood","north carolina",30779,43097,0.453557558698828,22.164031366118,65,0
"henderson","north carolina",57382,48138,0.389080482039757,17.2864903928041,112,0
"hertford","north carolina",12294,34523,0.705446009389671,55.3530485321814,74,0
"hoke","north carolina",26199,42704,0.590452422089973,13.8595632420532,158,0
"hyde","north carolina",2652,37741,0.502632644795464,97.2604364357686,10,0
"iredell","north carolina",85131,53937,0.373390557939914,35.2469365366549,284,0
"jackson","north carolina",20835,40278,0.51974386339381,40.3271506842825,55,0
"johnston","north carolina",92723,51980,0.37730402579664,22.4821822509441,354,0
"jones","north carolina",5196,34080,0.454945475416109,65.2220482440168,28,0
"lee","north carolina",30537,46402,0.453337817386918,28.8793212947739,184,0
"lenoir","north carolina",30480,36956,0.497378889839016,70.6777838507178,148,0
"lincoln","north carolina",40236,49283,0.327197050114532,28.9584475124316,90,0
"mcdowell","north carolina",22282,37590,0.357391493527684,30.576281762393,51,0
"macon","north carolina",17562,39593,0.384035270913099,55.1048312628266,28,0
"madison","north carolina",10683,40408,0.484247037286829,18.3101315102588,16,0
"martin","north carolina",12559,34957,0.521409775934933,85.4011175529626,40,0
"mecklenburg","north carolina",525737,59268,0.618177923503653,1.85608989047856,3972,0
"mitchell","north carolina",7798,39658,0.285240887076217,36.01660582261,12,0
"montgomery","north carolina",14038,34819,0.43942908117752,48.3384471069485,40,0
"moore","north carolina",48237,51873,0.388810448288034,29.8883320383423,160,0
"nash","north carolina",49076,43804,0.490237276624645,44.1612686784592,303,0
"newhanover","north carolina",112401,51232,0.488203447076938,2.75818638796567,630,0
"northampton","north carolina",10611,31543,0.650122433603315,69.6705433615005,58,0
"onslow","north carolina",84901,46786,0.388403083481067,47.450906458594,671,0
"orange","north carolina",73141,61130,0.718275263649713,4.42838883716068,366,0
"pamlico","north carolina",6293,43808,0.422824791418355,90.1056937890078,21,0
"pasquotank","north carolina",20361,45750,0.565016501650165,38.5893706987197,145,0
"pender","north carolina",28316,46580,0.417154406501326,18.6991209999091,78,0
"perquimans","north carolina",7031,45208,0.426395939086294,47.5305266075431,30,0
"person","north carolina",20177,43297,0.453306139974238,23.3367655434924,154,0
"pitt","north carolina",92635,42308,0.540849847764542,75.5918035590682,593,0
"polk","north carolina",10592,47396,0.416209051316039,30.9204710520345,29,0
"randolph","north carolina",72307,43010,0.282284554663181,18.7246000463576,211,0
"richmond","north carolina",23597,32526,0.502561183836084,44.9404274399166,97,0
"robeson","north carolina",69665,31298,0.564676495077631,26.6002660551536,380,0
"rockingham","north carolina",47585,40003,0.414664039219456,25.2353810680183,131,0
"rowan","north carolina",70119,44494,0.379970760233918,33.1081930682676,270,0
"rutherford","north carolina",34309,36144,0.335689415041783,40.5484729093538,85,0
"sampson","north carolina",32523,36742,0.454566402949535,28.2677998379297,125,0
"scotland","north carolina",18027,30013,0.573327706267145,35.7858110516006,86,0
"stanly","north carolina",30452,44140,0.311443204939311,32.5372666463392,82,0
"stokes","north carolina",23704,42489,0.316193717518282,18.6885203370738,37,0
"surry","north carolina",37345,37345,0.354784081287045,31.6229555633999,81,0
"swain","north carolina",7294,33598,0.483959986202139,46.702348100427,11,0
"transylvania","north carolina",17152,43918,0.430244248624993,27.8391237504864,31,0
"tyrrell","north carolina",1803,32165,0.48848167539267,64.9776448101665,4,0
"union","north carolina",110393,67194,0.362287864884015,16.0093351804435,339,0
"vance","north carolina",23742,32733,0.630827463945187,34.5437674558969,147,0
"wake","north carolina",513508,70620,0.567312236430033,1.68548904538708,3302,0
"warren","north carolina",10128,33913,0.695046591466405,49.828665221994,66,0
"washington","north carolina",6688,33286,0.58072513170127,72.0290920895817,21,0
"watauga","north carolina",26430,39443,0.513111518398421,39.2953677643586,74,0
"wayne","north carolina",63445,40457,0.454492602541999,49.553307876257,355,0
"wilkes","north carolina",34986,34846,0.300565199838514,47.6943269806209,45,0
"wilson","north carolina",42991,40260,0.528407410394988,43.2727508913559,243,0
"yadkin","north carolina",19217,38623,0.264011197293987,22.1558905663669,46,0
"yancey","north carolina",8990,36993,0.461665122980344,26.9706564594996,10,0
"adams","north dakota",1161,53295,0.342250196695515,282.826104347619,1,0
"barnes","north dakota",5606,55778,0.481383912890762,243.151653608296,18,0
"benson","north dakota",3310,41530,0.660909856781803,331.07389028187,12,0
"billings","north dakota",403,67969,0.228456913827655,260.646771769919,0,0
"bottineau","north dakota",3162,55958,0.39448236632537,410.110440120898,4,0
"bowman","north dakota",1667,62955,0.291463414634146,246.192640902438,1,0
"burke","north dakota",1031,65521,0.303287380699894,346.241684042042,2,0
"burleigh","north dakota",45434,66057,0.373455903476013,299.103894205416,99,0
"cass","north dakota",82552,54926,0.526778588330836,213.305093064753,275,0
"cavalier","north dakota",1910,65645,0.436619718309859,323.93019050364,2,0
"dickey","north dakota",2570,55882,0.398473282442748,192.771416544099,3,0
"divide","north dakota",1179,62470,0.41025641025641,320.103327688406,1,0
"dunn","north dakota",2018,66964,0.320559610705596,297.08636407127,2,0
"eddy","north dakota",1226,55489,0.500429184549356,309.331606056841,4,0
"emmons","north dakota",1713,45472,0.297223734349483,252.957739242449,3,0
"foster","north dakota",1682,55625,0.416111447607511,293.314006721791,1,0
"goldenvalley","north dakota",964,37014,0.24,228.608590253976,2,0
"grandforks","north dakota",33700,50652,0.516932558662087,248.10985457186,118,0
"grant","north dakota",1193,45978,0.210684725357412,311.69895923748,0,0
"griggs","north dakota",1146,50250,0.455098934550989,279.999714405606,1,0
"hettinger","north dakota",1387,55230,0.301186943620178,288.517998318158,0,0
"kidder","north dakota",1135,58527,0.343648208469055,277.124024069487,1,0
"lamoure","north dakota",1999,55900,0.387327086122267,216.570984505178,2,0
"logan","north dakota",953,55068,0.282876064333018,245.922792578992,1,0
"mchenry","north dakota",2833,60741,0.406043046357616,372.916702214073,3,0
"mcintosh","north dakota",1370,43650,0.377937336814621,224.436948866441,0,0
"mckenzie","north dakota",5108,78179,0.343646408839779,284.649373626901,9,0
"mclean","north dakota",4659,59976,0.394214527027027,349.524466678372,9,0
"mercer","north dakota",4194,73801,0.335683420513987,338.397528009477,4,0
"morton","north dakota",14338,63549,0.382916164053076,306.967708087627,27,0
"mountrail","north dakota",4434,68082,0.502722940776038,330.067223083768,15,0
"nelson","north dakota",1507,51280,0.517694063926941,297.237895894671,2,0
"oliver","north dakota",837,66196,0.319230769230769,331.74818399525,3,0
"pembina","north dakota",3447,56813,0.451768974901724,290.267233988125,5,0
"pierce","north dakota",2157,43086,0.370266479663394,366.025548954217,2,0
"ramsey","north dakota",5687,50776,0.485930281394372,328.920885691371,19,0
"ransom","north dakota",2677,57088,0.563501849568434,208.842201871233,7,0
"renville","north dakota",1291,65927,0.37518573551263,383.333489676781,1,0
"richland","north dakota",7875,58125,0.46449821499405,188.224295636059,16,0
"rolette","north dakota",7392,37313,0.750551389501544,385.853606293995,15,0
"sargent","north dakota",1836,57472,0.578619615983394,186.941735712777,3,0
"sheridan","north dakota",688,48375,0.285180572851806,328.689521234453,2,0
"sioux","north dakota",2208,39539,0.830914368650218,265.465842541488,8,0
"slope","north dakota",304,58750,0.257907542579075,245.586400492155,0,0
"stark","north dakota",14299,76817,0.343450767841012,282.215586416903,33,0
"steele","north dakota",941,58603,0.594961240310077,270.235350835981,1,0
"stutsman","north dakota",10307,53685,0.414554374488962,253.183211406301,25,0
"towner","north dakota",1150,53929,0.518796992481203,355.097033117321,1,0
"traill","north dakota",4004,55764,0.528582034149963,246.500522540931,7,0
"walsh","north dakota",5357,51181,0.476239246210569,277.941514862097,13,0
"ward","north dakota",32803,63037,0.395925217594942,377.217073222619,83,0
"wells","north dakota",2096,50685,0.353807320151451,321.529808393831,1,0
"williams","north dakota",14283,90080,0.311639816494185,284.512541910588,21,0
"adams","ohio",14139,34709,0.366174920969442,56.6473374773966,22,1
"allen","ohio",51813,45575,0.388377136263255,70.6535413846119,191,1
"ashland","ohio",27288,48509,0.369516846789574,45.0435716142684,47,1
"ashtabula","ohio",49328,41158,0.557717163613674,45.852961661932,175,1
"athens","ohio",32611,34221,0.666345102578944,60.4091073236228,109,1
"auglaize","ohio",23006,55914,0.286425955888614,59.4649272089923,28,1
"belmont","ohio",33928,44719,0.502977384221406,54.713170881766,18,1
"brown","ohio",22204,47999,0.373042310943171,35.252377719124,37,1
"butler","ohio",190492,59652,0.379971917871283,19.7999118490448,690,1
"carroll","ohio",14079,48545,0.460331111588906,41.8640497989198,23,1
"champaign","ohio",19576,53673,0.391009689204215,36.0363917453215,44,1
"clark","ohio",70278,44154,0.478628126404074,23.2733058556853,232,1
"clermont","ohio",101894,61265,0.3310745705907,15.9549325752576,258,1
"clinton","ohio",21093,48675,0.33968714389309,25.00050761176,40,1
"columbiana","ohio",52324,45389,0.451361386138614,44.9622121889956,100,1
"coshocton","ohio",18434,43380,0.455968688845401,60.0226995641856,19,1
"crawford","ohio",21700,40563,0.391441930760875,57.575067602128,32,1
"cuyahoga","ohio",659391,45289,0.68891047249043,4.64606076988375,6598,1
"darke","ohio",26553,47043,0.30876594424844,38.4734959952723,32,1
"defiance","ohio",19323,50822,0.437516278585196,53.2527084794229,34,1
"delaware","ohio",95575,94234,0.39660881232687,17.4441032403152,144,1
"erie","ohio",38716,48276,0.561449465182275,52.6680112741725,161,1
"fairfield","ohio",75450,61473,0.40655491618714,17.1037629425845,163,1
"fayette","ohio",14618,41954,0.376346844535659,38.3099006310656,37,1
"franklin","ohio",631316,54037,0.597339596745263,2.68903812121805,3448,1
"fulton","ohio",21411,55860,0.450552951349383,28.3277977045184,35,1
"gallia","ohio",15537,39423,0.358687490614206,46.9556889363803,6,1
"geauga","ohio",47648,74165,0.41583499667332,15.4921712293194,94,1
"greene","ohio",83613,61116,0.401248968165668,8.16318649161454,267,1
"guernsey","ohio",19981,41566,0.44011544011544,72.7988999274524,45,1
"hamilton","ohio",418059,50399,0.52971830919492,3.90434043862935,2785,1
"hancock","ohio",38512,51604,0.375057461939915,45.2600845464638,76,1
"hardin","ohio",15865,44842,0.382263230135733,62.3686100200473,20,1
"harrison","ohio",7843,44000,0.472967766790805,56.4073120984524,10,1
"henry","ohio",14145,54941,0.425876010781671,34.9930916564249,28,1
"highland","ohio",21864,40593,0.357358765895351,44.0831917314763,38,1
"hocking","ohio",14444,43382,0.483210546723536,38.8691183043288,26,1
"holmes","ohio",21848,53619,0.282641950868352,43.668017591519,22,1
"huron","ohio",29663,48838,0.472050660620749,56.9426637214806,64,1
"jackson","ohio",16738,40330,0.385692846423212,65.4796855167013,24,1
"jefferson","ohio",34836,42327,0.490692562397396,37.2055044818091,9,1
"knox","ohio",31025,48619,0.390138500230243,38.9509265804443,59,1
"lake","ohio",117291,59958,0.495776156920921,18.9208020844342,492,1
"lawrence","ohio",31312,44256,0.414135471059793,49.6591647736141,16,1
"licking","ohio",86530,57571,0.411944143990861,22.0135448936025,203,1
"logan","ohio",22918,51136,0.357203942926588,51.6441749424645,38,1
"lorain","ohio",154329,53459,0.580665808700863,27.4296309957303,695,1
"lucas","ohio",223767,42917,0.649829413637811,3.6407152557423,1565,1
"madison","ohio",19730,58326,0.374305197409891,22.0847824291514,53,1
"mahoning","ohio",119543,41872,0.623252408841867,42.8072356349138,528,1
"marion","ohio",30616,43557,0.443533101285453,43.358068970586,69,1
"medina","ohio",88757,69319,0.45244386463389,17.3239122147345,223,1
"meigs","ohio",11880,39640,0.395402742901294,52.0878096374922,13,1
"mercer","ohio",20328,55220,0.275163367965775,62.263693785641,27,1
"miami","ohio",52632,53432,0.347908421232034,25.1849552492732,120,1
"monroe","ohio",7222,41368,0.530650243483243,74.5295604307264,46,1
"montgomery","ohio",276307,45394,0.524205507143344,5.26981040521725,1367,1
"morgan","ohio",7465,38941,0.448849878934625,60.3645152815476,10,1
"morrow","ohio",17452,53032,0.371147028780869,39.219290997959,28,1
"muskingum","ohio",44133,42464,0.453789255458012,48.5502966592152,85,1
"noble","ohio",5608,41398,0.400842514581983,76.885679747526,8,1
"ottawa","ohio",20780,54580,0.522302657245654,27.5922452367025,47,1
"paulding","ohio",9564,48003,0.42634865390521,65.4068771308658,7,1
"perry","ohio",17994,43674,0.471371072448715,38.6188934389318,33,1
"pickaway","ohio",26733,58706,0.382576076877687,20.4674159210559,50,1
"pike","ohio",14229,41128,0.482408443946905,60.5655823361336,26,1
"portage","ohio",82602,52427,0.535208746243846,12.5969795877664,354,1
"preble","ohio",20967,51356,0.333253975811827,25.982203417036,33,1
"putnam","ohio",17091,60245,0.282708779443255,55.1783567474948,20,1
"richland","ohio",60072,42849,0.42091227381303,58.9570844809139,156,1
"ross","ohio",36692,44587,0.453988693467337,42.8866620854571,83,1
"sandusky","ohio",30313,49032,0.513646989102163,34.2911312988028,96,1
"scioto","ohio",39106,37936,0.458260415707224,76.2035160544027,47,1
"seneca","ohio",27853,48415,0.476775110204379,43.4230239320809,55,1
"shelby","ohio",24270,56169,0.309151597093122,43.541948480624,45,1
"stark","ohio",192834,48714,0.517155882588179,21.6113051161621,745,1
"summit","ohio",278918,51562,0.576472074898071,1.64090193087976,1428,1
"trumbull","ohio",105036,43811,0.600114138163311,39.6672488680349,370,1
"tuscarawas","ohio",47052,46992,0.500535506402794,45.3848462147033,109,1
"union","ohio",28142,71282,0.351452182284981,28.2969070553646,58,1
"vanwert","ohio",14535,50547,0.353398853398853,77.5939716475135,0,1
"vinton","ohio",6511,41080,0.436238044633369,53.9934369498435,5,1
"warren","ohio",110569,76200,0.314434736762823,19.0706332684525,265,1
"washington","ohio",30942,44763,0.413203260724308,72.6718438090853,28,1
"wayne","ohio",58388,51363,0.416401365501899,27.7386967075917,115,1
"williams","ohio",18833,45044,0.444311572539001,53.1356238085393,35,1
"wood","ohio",65772,55985,0.527274964243422,16.9425015183841,222,1
"wyandot","ohio",11269,50723,0.406395189942607,58.7653035800809,14,1
"adair","oklahoma",11164,33184,0.306726457399103,33.0318976701316,8,0
"alfalfa","oklahoma",2311,52226,0.16885784716516,86.7364039371258,0,0
"atoka","oklahoma",6581,36528,0.280680188485966,106.324101783106,3,0
"beaver","oklahoma",2772,52908,0.107548701298701,189.261616022371,1,0
"beckham","oklahoma",10951,48851,0.219683655536028,107.329562450071,23,0
"blaine","oklahoma",4419,44216,0.245865758754864,50.9179872202049,5,0
"bryan","oklahoma",22888,39936,0.322289375955727,78.2234181052689,3,0
"caddo","oklahoma",14121,40199,0.346745441580931,47.5233135566091,28,0
"canadian","oklahoma",65303,66664,0.238767919087224,9.50478644079468,124,0
"carter","oklahoma",25082,46913,0.297336022075992,87.1573733815698,22,0
"cherokee","oklahoma",24395,38585,0.439194139194139,51.2767880489413,58,0
"choctaw","oklahoma",7774,30870,0.332737030411449,105.397903573255,2,0
"cimarron","oklahoma",1141,44550,0.119590873328088,179.235240193251,1,0
"cleveland","oklahoma",136017,58488,0.379977018098248,12.5892271242175,353,0
"coal","oklahoma",2939,39231,0.264084507042254,94.748531488396,4,0
"comanche","oklahoma",59894,47238,0.412298887493795,72.98465799058,253,0
"cotton","oklahoma",3074,48732,0.277889649617398,88.1856181742841,5,0
"craig","oklahoma",7189,40036,0.34951947395043,57.0468812209715,11,0
"creek","oklahoma",35840,46517,0.291808454657078,20.7151428387373,70,0
"custer","oklahoma",14651,47250,0.253285088554561,68.6082921500181,43,0
"delaware","oklahoma",20928,38438,0.331011587032938,44.5872587639528,25,0
"dewey","oklahoma",2401,51654,0.157058556513845,88.422409122437,1,0
"ellis","oklahoma",2121,52222,0.14772132006286,131.290120771172,1,0
"garfield","oklahoma",31540,49675,0.245223774986733,61.1761788452612,63,0
"garvin","oklahoma",13898,41250,0.281989197243435,49.7814469622306,16,0
"grady","oklahoma",27101,54043,0.266473569876901,27.7243033007446,38,0
"grant","oklahoma",2221,54040,0.218723404255319,67.6721330474617,3,0
"greer","oklahoma",2535,36891,0.267738883632923,112.422847341339,2,0
"harmon","oklahoma",1418,35676,0.305504587155963,141.297248953151,3,0
"harper","oklahoma",1916,48173,0.141394753678823,146.645875450251,4,0
"haskell","oklahoma",6447,36067,0.314889980773339,74.9674058133253,7,0
"hughes","oklahoma",6359,35257,0.352880446004543,74.2262388315789,5,0
"jackson","oklahoma",12997,44331,0.252031615273294,113.397474591874,33,0
"jefferson","oklahoma",3114,35063,0.327635327635328,90.711616103791,3,0
"johnston","oklahoma",5605,38155,0.315643164013141,95.1069378418994,5,0
"kay","oklahoma",22881,42831,0.292248435243139,65.4091380292635,39,0
"kingfisher","oklahoma",7700,62912,0.158125685629212,30.7859955709696,3,0
"kiowa","oklahoma",4628,38853,0.325803879883072,88.5319777629079,8,0
"latimer","oklahoma",5250,39701,0.314641744548287,92.5323821195541,4,0
"leflore","oklahoma",24883,37548,0.306791708977958,78.5489354434236,18,0
"lincoln","oklahoma",17446,46592,0.25075139544869,41.9226194013253,23,0
"logan","oklahoma",22805,55698,0.31286597712472,22.8344067004404,32,0
"love","oklahoma",4938,46646,0.326833073322933,75.5976998530606,3,0
"mcclain","oklahoma",18659,58673,0.24084373304395,22.8336687795905,34,0
"mccurtain","oklahoma",16807,33439,0.265110541797134,135.959289729178,4,0
"mcintosh","oklahoma",10211,36878,0.403745591633224,53.6198071207595,14,0
"major","oklahoma",3860,51602,0.148372227023912,69.2449659458477,4,0
"marshall","oklahoma",8058,42886,0.305788200260562,78.1624457865562,2,0
"mayes","oklahoma",20541,43302,0.359694675592817,39.4813936137815,36,0
"murray","oklahoma",6991,51752,0.298239040839266,69.986572276497,8,0
"muskogee","oklahoma",35745,41117,0.424857991949742,41.2095872762533,93,0
"noble","oklahoma",5808,49367,0.232245301681503,58.4047372224014,6,0
"nowata","oklahoma",5331,40302,0.317649707339036,47.9398596428452,7,0
"okfuskee","oklahoma",5670,36044,0.358961920931361,51.8078252133167,11,0
"oklahoma","oklahoma",390564,48987,0.415895244027292,6.39350848515123,1709,0
"okmulgee","oklahoma",19875,38712,0.415002010993431,34.6828423926259,59,0
"osage","oklahoma",23892,46342,0.381422321701089,28.2954820694026,50,0
"ottawa","oklahoma",16302,37139,0.381992302872997,64.8062130778376,12,0
"pawnee","oklahoma",8232,45902,0.312765312310491,37.493451117626,14,0
"payne","oklahoma",39081,38085,0.36509849841576,51.6690265959108,122,0
"pittsburg","oklahoma",21950,43601,0.317101516648265,80.5319190126152,43,0
"pontotoc","oklahoma",19549,44041,0.316365166175852,67.5457700999966,38,0
"pottawatomie","oklahoma",37469,44351,0.308225850446168,35.4501248752051,71,0
"pushmataha","oklahoma",5687,33784,0.282807958864297,124.276213233801,5,0
"rogermills","oklahoma",1909,48462,0.160424818334265,114.661990920521,3,0
"rogers","oklahoma",45171,59828,0.279683240295989,20.2019517460252,74,0
"seminole","oklahoma",13007,36870,0.347091057479305,55.5039035351442,22,0
"sequoyah","oklahoma",20888,36301,0.319971264367816,56.5369138134761,22,0
"stephens","oklahoma",22933,43493,0.239699978871752,65.888228264895,32,0
"texas","oklahoma",10140,51503,0.147467646588912,228.955783022021,10,0
"tillman","oklahoma",3709,37880,0.321902996601792,107.319434308237,5,0
"tulsa","oklahoma",322694,50654,0.377738746385012,0.805071243115549,1594,0
"wagoner","oklahoma",38505,57590,0.291230041982083,18.0371307487654,84,0
"washington","oklahoma",26728,50038,0.27709202723479,42.3148834951884,50,0
"washita","oklahoma",5829,48715,0.220268006700167,82.4251053104679,7,0
"woods","oklahoma",4203,57079,0.222931562819203,99.0423106293574,6,0
"woodward","oklahoma",9958,58569,0.174103688418881,116.219553043205,22,0
"baker","oregon",7903,41722,0.319585279708329,106.73187649822,3,0
"benton","oregon",43376,52015,0.643336632385215,38.2052840607248,187,0
"clackamas","oregon",200558,68915,0.5392801676065,7.26825704184616,752,0
"clatsop","oregon",18916,47492,0.576935518654302,59.7564169078161,83,0
"columbia","oregon",24737,55146,0.540616925064599,25.7900818663641,85,0
"coos","oregon",32051,39110,0.465283835740364,78.5172135135461,106,0
"crook","oregon",10863,39583,0.350850077279753,27.4507080437478,24,0
"curry","oregon",11449,38661,0.424099902692183,84.24182800708,14,0
"deschutes","oregon",86546,54211,0.486563385224737,1.32566798657955,287,0
"douglas","oregon",54349,42052,0.383436915578896,58.3820674974011,181,0
"gilliam","oregon",944,40556,0.387387387387387,72.2992565639815,1,0
"grant","oregon",3619,40193,0.257354822205168,117.292906222153,4,0
"harney","oregon",3569,38431,0.257941895194135,122.036181772002,4,0
"hoodriver","oregon",11347,56581,0.641098677517803,48.5901248471375,34,0
"jackson","oregon",108102,46343,0.485813532316645,14.2138746609381,520,0
"jefferson","oregon",10838,47063,0.442654484251022,36.9575661677336,29,0
"josephine","oregon",42922,37867,0.414088325524983,38.8551857082554,136,0
"klamath","oregon",32941,41951,0.318718323752509,49.9102881663954,99,0
"lake","oregon",3603,33453,0.259490238611714,115.111641718776,4,0
"lane","oregon",182881,45222,0.623459624952162,3.83749165110146,929,0
"lincoln","oregon",24054,41303,0.596843735610532,66.2131504202176,92,0
"linn","oregon",60619,46782,0.426359124312262,35.4216207894123,183,0
"malheur","oregon",13836,34720,0.282660787884597,42.9811570844522,5,0
"marion","oregon",164174,50775,0.496262935221534,37.5568598812993,676,0
"morrow","oregon",5496,54441,0.347461803844258,39.530673826641,7,0
"multnomah","oregon",393017,57449,0.766899728551452,4.17973250807644,2905,0
"polk","oregon",40405,54010,0.484326235258375,46.458050696329,112,0
"sherman","oregon",849,41389,0.367717287488061,74.5501952653054,2,0
"tillamook","oregon",12623,43777,0.531849289313379,56.3012101990983,39,0
